Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Fld,Off,Def,WAR,playerid
Brendan Venter,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.217,0.257,0.473,0.206,20,0,0,-0.1,0,0,sa3007645
Carlos Hurtado,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.187,0.213,0.4,0.175,4,0,0,-0.1,0,0,sa3005746
Zach Sullivan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.218,0.265,0.483,0.21,24,0,0,-0.1,0,0,sa829083
Julian Escobedo,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.222,0.264,0.486,0.211,21,0,0,-0.1,0,0,sa3010030
Jose Marquez,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.185,0.217,0.238,0.454,0.199,15,0,0,-0.1,0,0,sa873155
Jeremiah Burks,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.215,0.232,0.447,0.198,15,0,0,-0.1,0,0,sa3007004
Jesus Bastidas,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.205,0.221,0.426,0.188,9,0,0,-0.1,0,0,sa916969
Luis Leon,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.198,0.219,0.416,0.183,9,0,0,-0.1,0,0,sa917463
Alexis Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.217,0.237,0.454,0.2,17,0,0,-0.1,0,0,sa877124
Jack Dunn,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.22,0.255,0.475,0.207,20,0,0,-0.1,0,0,sa3010029
Yahir Gurrola,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.216,0.266,0.483,0.209,23,0,0,-0.1,0,0,sa3004394
Jesus Feliz,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.198,0.239,0.438,0.189,9,0,0,-0.1,0,0,sa3002624
Luis Santos,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.203,0.222,0.425,0.187,9,0,0,-0.1,0,0,sa3005080
Luis Curbelo,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.194,0.229,0.423,0.185,9,0,0,-0.1,0,0,sa918086
Jorge Gordon,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.188,0.206,0.395,0.175,4,0,0,-0.1,0,0,sa872496
Oscar Rangel,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.2,0.223,0.424,0.186,4,0,0,-0.1,0,0,sa3005593
Luisangel Acuna,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.219,0.238,0.457,0.201,9,0,0,-0.1,0,0,sa3008765
Scott Kapers,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.207,0.229,0.436,0.193,4,0,0,-0.1,0,0,sa3007013
Dereck Salom,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.202,0.21,0.412,0.183,9,0,0,-0.1,0,0,sa3005925
Samuel Inoa,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.195,0.228,0.423,0.185,9,0,0,-0.1,0,0,sa917365
Yorlis Rodriguez,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.215,0.237,0.451,0.198,19,0,0,-0.1,0,0,sa3007299
Troy Johnston,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.221,0.249,0.471,0.206,26,0,0,-0.1,0,0,sa3010899
Andrew Fregia,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.203,0.23,0.433,0.19,9,0,0,-0.1,0,0,sa3008295
Darlin Moquete,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.185,0.219,0.261,0.48,0.208,25,0,0,-0.1,0,0,sa3005617
Mason Mallard,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.202,0.233,0.435,0.19,14,0,0,-0.1,0,0,sa1172017
Braulio Vasquez,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.225,0.239,0.464,0.205,19,0,0,-0.1,0,0,sa924858
Lazaro Benitez,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.213,0.265,0.478,0.206,21,0,0,-0.1,0,0,sa3008819
Christian Cavaness,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.223,0.251,0.474,0.209,23,0,0,-0.1,0,0,sa882090
Luis Matos,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.215,0.261,0.477,0.207,25,0,0,-0.1,0,0,sa3008756
Logan Mattix,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.214,0.269,0.483,0.209,23,0,0,-0.1,0,0,sa3006732
Nick Schnell,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.206,0.252,0.458,0.199,20,0,0,-0.1,0,0,sa3007639
Ronaldo Urdaneta,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.197,0.216,0.413,0.182,9,0,0,-0.1,0,0,sa917292
Sterling Guzman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.21,0.245,0.455,0.199,17,0,0,-0.1,0,0,sa872469
Korry Howell,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.23,0.257,0.486,0.214,25,0,0,-0.1,0,0,sa3008238
Darwin Baez,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.196,0.229,0.425,0.185,9,0,0,-0.1,0,0,sa3005614
Ronaiker Palma,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.222,0.26,0.482,0.209,9,0,0,-0.1,0,0,sa3005624
Stephen Scott,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.222,0.261,0.483,0.211,20,0,0,-0.1,0,0,sa3011469
Daniel Vellojin,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.205,0.227,0.432,0.191,9,0,0,-0.1,0,0,sa3005587
Julio Carreras,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.229,0.271,0.5,0.217,14,0,0,-0.1,0,0,sa3005598
Endy Rodriguez,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.19,0.216,0.405,0.179,8,0,0,-0.1,0,0,sa3008272
Yoyner Fajardo,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.219,0.24,0.458,0.201,19,0,0,-0.1,0,0,sa3005938
Abiezel Ramirez,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.198,0.214,0.412,0.182,8,0,0,-0.1,0,0,sa3003282
Frank Crinella,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.217,0.235,0.452,0.199,17,0,0,-0.1,0,0,sa873985
Jake Holton,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.236,0.263,0.499,0.22,30,0,0,-0.1,0,0,sa3010599
Carlos Reina,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.146,0.191,0.205,0.395,0.175,3,0,0,-0.1,0,0,sa917054
Cameron Cannon,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.206,0.236,0.443,0.194,9,0,0,-0.1,0,0,sa3011467
Fernando Villegas,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.222,0.26,0.482,0.21,25,0,0,-0.1,0,0,sa3007642
Carlos Mendoza,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.222,0.246,0.469,0.206,20,0,0,-0.1,0,0,sa3008944
Russ Olive,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.221,0.269,0.49,0.213,29,0,0,-0.1,0,0,sa3006930
Davis Schneider,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.207,0.235,0.442,0.194,14,0,0,-0.1,0,0,sa3004518
Josh McLain,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.214,0.261,0.475,0.206,25,0,0,-0.1,0,0,sa3006850
Leonardo Jimenez,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.204,0.218,0.422,0.186,8,0,0,-0.1,0,0,sa3006891
Danny Bautista,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.208,0.248,0.456,0.199,20,0,0,-0.1,0,0,sa3005602
Nick Decker,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.217,0.269,0.486,0.21,20,0,0,-0.1,0,0,sa3008590
Aaron Bond,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.215,0.254,0.469,0.206,25,0,0,-0.1,0,0,sa918977
Wadye Ynfante,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.22,0.252,0.472,0.207,25,0,0,-0.1,0,0,sa828382
Danienger Perez,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.199,0.224,0.423,0.186,8,0,0,-0.1,0,0,sa872563
Charlie McConnell,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.211,0.241,0.452,0.198,20,0,0,-0.1,0,0,sa3006716
Daniel Montano,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.243,0.299,0.542,0.234,25,0,0,-0.1,0,0,sa917068
Brandon Benson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.212,0.267,0.479,0.208,22,0,0,-0.1,0,0,sa3002879
Benyamin Bailey,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.217,0.234,0.451,0.2,20,0,0,-0.1,0,0,sa3009343
Cade Marlowe,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.212,0.244,0.456,0.198,20,0,0,-0.1,0,0,sa1170288
Daniel Jipping,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.215,0.26,0.475,0.208,22,0,0,-0.1,0,0,sa3002868
Bryce Brown,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.217,0.257,0.474,0.207,22,0,0,-0.1,0,0,sa3003434
Dean Lockery,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.221,0.233,0.454,0.2,18,0,0,-0.1,0,0,sa3007527
Troy Dixon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.193,0.22,0.413,0.182,5,0,0,-0.1,0,0,sa3004171
Yohendrick Pinango,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.226,0.257,0.483,0.211,24,0,0,-0.1,0,0,sa3009539
Anthony Prato,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.212,0.233,0.444,0.195,13,0,0,-0.1,0,0,sa1052903
Anthony Dirocie,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.213,0.25,0.464,0.203,24,0,0,-0.1,0,0,sa827959
Sean Mendoza,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.209,0.217,0.426,0.189,13,0,0,-0.1,0,0,sa3003312
Eddy Diaz,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.234,0.259,0.493,0.215,13,0,0,-0.1,0,0,sa3004979
Ariel Montesino,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.214,0.232,0.445,0.195,13,0,0,-0.1,0,0,sa745012
Brylie Ware,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.211,0.24,0.45,0.197,18,0,0,-0.1,0,0,sa3010333
Gerson Molina,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.215,0.245,0.461,0.203,24,0,0,-0.1,0,0,sa3008657
Kevin Torres,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.195,0.204,0.399,0.177,7,0,0,-0.1,0,0,sa3003261
Ronaldo Flores,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.191,0.219,0.41,0.179,7,0,0,-0.1,0,0,sa3009551
Jose Sanchez,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.22,0.225,0.445,0.197,13,0,0,-0.1,0,0,sa3004382
Felix Valerio,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.219,0.246,0.465,0.203,18,0,0,-0.1,0,0,sa3005613
Justin Smith,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.21,0.268,0.478,0.207,22,0,0,-0.1,0,0,sa3003948
Ryan Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.216,0.259,0.474,0.207,22,0,0,-0.1,0,0,sa3004299
Jake Holmes,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.215,0.245,0.46,0.202,18,0,0,-0.1,0,0,sa3004815
Wilber Sanchez,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.201,0.209,0.41,0.182,7,0,0,-0.1,0,0,sa3008941
Brainer Bonaci,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.209,0.233,0.442,0.193,8,0,0,-0.1,0,0,sa3008836
Raul Wallace,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.21,0.268,0.479,0.207,22,0,0,-0.1,0,0,sa741552
Brian Sharp,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.203,0.239,0.442,0.193,18,0,0,-0.1,0,0,sa3006663
Andrew Velazquez,Indians,13,53,49,12,2,0,1,6,6,3,14,0,2,1,0.24,0.287,0.373,0.659,0.281,68,0.1,-0.2,-2.1,0.1,0,14196
Kevin Nivar,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.216,0.227,0.442,0.195,13,0,0,-0.1,0,0,sa3005768
Francisco Acuna,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.209,0.224,0.433,0.191,13,0,0,-0.1,0,0,sa3003291
Randy Florentino,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.202,0.232,0.434,0.19,2,0,0,-0.1,0,0,sa3005529
Ignacio Valdez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.211,0.264,0.474,0.206,21,0,0,-0.1,0,0,sa657563
Albert Guaimaro,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.214,0.256,0.47,0.204,24,0,0,-0.1,0,0,sa917084
Jommer Hernandez,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.199,0.214,0.413,0.182,7,0,0,-0.1,0,0,sa3005586
Wilkin Grullon,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.193,0.213,0.407,0.179,2,0,0,-0.1,0,0,sa3006222
Chad Smith,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.224,0.27,0.494,0.215,19,0,0,-0.1,0,0,sa875028
Kyle Davis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.213,0.232,0.445,0.197,15,0,0,-0.1,0,0,sa915734
Marco Luciano,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.198,0.227,0.425,0.187,12,0,0,-0.1,0,0,sa3010022
Nic Pierre,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.215,0.26,0.475,0.206,21,0,0,-0.1,0,0,sa827977
Kevin Arias,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.2,0.232,0.432,0.189,13,0,0,-0.1,0,0,sa917192
Jake Brodt,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.218,0.283,0.5,0.215,28,0,0,-0.1,0,0,sa3007316
Shane Selman,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.208,0.241,0.449,0.197,19,0,0,-0.1,0,0,sa1115804
Ethan Paul,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.207,0.224,0.431,0.19,12,0,0,-0.1,0,0,sa3011423
Franklin Soto,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.205,0.221,0.426,0.188,12,0,0,-0.1,0,0,sa3003328
Jawuan Harris,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.22,0.243,0.463,0.206,23,0,0,-0.1,0,0,sa3007049
Cesar Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.213,0.262,0.474,0.206,21,0,0,-0.1,0,0,sa737085
Jose Peroza,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.195,0.25,0.445,0.192,17,0,0,-0.1,0,0,sa3003288
Kevin Richards,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.205,0.25,0.454,0.197,19,0,0,-0.1,0,0,sa3004880
Johnabiell Laureano,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.21,0.244,0.454,0.199,19,0,0,-0.1,0,0,sa3005787
Steve Laurino,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.231,0.266,0.497,0.218,28,0,0,-0.1,0,0,sa875830
Wander Valdez,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.201,0.246,0.448,0.194,12,0,0,-0.1,0,0,sa3002626
Michael Cantu,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0.184,0.229,0.413,0.18,7,0,0,-0.1,0,0,sa829494
Osleivis Basabe,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.215,0.239,0.454,0.198,7,0,0,-0.1,0,0,sa3006594
Andrew Warner,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.212,0.258,0.47,0.205,23,0,0,-0.1,0,0,sa3007095
Ramfis Berroa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.211,0.264,0.474,0.206,21,0,0,-0.1,0,0,sa872853
Luis Sena,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.206,0.218,0.424,0.187,7,0,0,-0.1,0,0,sa3010885
Steven Pallares,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.23,0.223,0.453,0.206,21,0,0,-0.1,0,0,sa875274
Ricardo Cespedes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.215,0.251,0.466,0.203,23,0,0,-0.1,0,0,sa828197
Chase Chambers,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.228,0.269,0.496,0.216,33,0,0,-0.1,0,0,sa3006921
Jose Cordova,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.219,0.255,0.474,0.206,7,0,0,-0.1,0,0,sa3006548
Alex Robles,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.209,0.242,0.451,0.197,15,0,0,-0.1,0,0,sa874040
Shael Mendoza,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.237,0.276,0.514,0.222,17,0,0,-0.1,0,0,sa917059
Daniel Santos,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.144,0.181,0.206,0.387,0.17,1,0,0,-0.1,0,0,sa917593
Julio Garcia,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.207,0.239,0.446,0.194,12,0,0,-0.1,0,0,sa837670
Junior Melo,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.199,0.234,0.433,0.188,7,0,0,-0.1,0,0,sa3003385
Xavier LeGrant,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.214,0.243,0.456,0.199,12,0,0,-0.1,0,0,sa3004689
Jose Tena,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.205,0.232,0.437,0.19,7,0,0,-0.1,0,0,sa3005482
Geury Estevez,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.208,0.236,0.444,0.194,12,0,0,-0.1,0,0,sa3008832
Ezequiel Tovar,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.197,0.232,0.258,0.49,0.214,12,0,0,-0.1,0,0,sa3008239
Luis Almanzar,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.211,0.232,0.443,0.196,17,0,0,-0.1,0,0,sa970515
Jonathan Pryor,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.216,0.255,0.471,0.205,21,0,0,-0.1,0,0,sa3004622
Vladimir Dilone,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.24,0.268,0.508,0.222,17,0,0,-0.1,0,0,sa3006208
Alberto Rodriguez,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.208,0.256,0.464,0.201,18,0,0,-0.1,0,0,sa3005603
Elian Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.202,0.227,0.43,0.188,9,0,0,-0.1,0,0,sa3002871
D.C. Arendas,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.22,0.262,0.482,0.212,28,0,0,-0.1,0,0,sa3008616
Nigel Calmes,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.146,0.186,0.197,0.383,0.17,1,0,0,-0.1,0,0,sa3006223
Junior Soto,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.198,0.271,0.469,0.201,18,0,0,-0.1,0,0,sa829108
Jefrey Souffront,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.202,0.224,0.427,0.188,9,0,0,-0.1,0,0,sa872529
Ricardo Toro,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.146,0.183,0.203,0.386,0.171,1,0,0,-0.1,0,0,sa3005904
Antoni Flores,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.21,0.219,0.428,0.19,6,0,0,-0.1,0,0,sa3005489
Leugim Castillo,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.213,0.278,0.491,0.211,23,0,0,-0.1,0,0,sa3005128
Frank Herrera,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.204,0.245,0.449,0.194,12,0,0,-0.1,0,0,sa3005897
Onil Pena,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.219,0.256,0.475,0.209,27,0,0,-0.1,0,0,sa828232
Jim Caceres,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.199,0.221,0.42,0.185,6,0,0,-0.1,0,0,sa3005752
Juan Crisp,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.145,0.187,0.209,0.395,0.175,1,0,0,-0.1,0,0,sa3005592
Wilson Alvarez,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.207,0.217,0.424,0.187,12,0,0,-0.1,0,0,sa916709
Reed Rohlman,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.232,0.27,0.502,0.217,27,0,0,-0.1,0,0,sa915632
Angel Manzanarez,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.21,0.222,0.433,0.191,17,0,0,-0.1,0,0,sa872832
Zach Biermann,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.211,0.277,0.488,0.21,27,0,0,-0.1,0,0,sa3010158
Jairo Pomares,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.212,0.255,0.467,0.203,23,0,0,-0.1,0,0,sa3010023
Andrew Turner,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.212,0.223,0.436,0.193,17,0,0,-0.1,0,0,sa3007032
Antonio Pinero,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.204,0.241,0.445,0.193,11,0,0,-0.1,0,0,sa917079
Tra Holmes,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.225,0.251,0.476,0.209,23,0,0,-0.1,0,0,sa829468
Cesar Trejo,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.2,0.247,0.447,0.195,18,0,0,-0.1,0,0,sa3006915
Jorge Martinez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.194,0.212,0.406,0.179,3,0,0,-0.1,0,0,sa917117
Paul Brands,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.149,0.192,0.212,0.405,0.179,3,0,0,-0.1,0,0,sa877022
Julio Meza,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.183,0.203,0.386,0.17,1,0,0,-0.1,0,0,sa3003423
Jhonkensy Noel,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.198,0.26,0.458,0.197,12,0,0,-0.1,0,0,sa3005579
Jake Means,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.207,0.234,0.441,0.194,11,0,0,-0.1,0,0,sa1170316
Alexander Ovalles,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.223,0.27,0.493,0.214,18,0,0,-0.1,0,0,sa3005781
Isaiah Pasteur,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.153,0.205,0.252,0.456,0.2,17,0,0,-0.1,0,0,sa3008138
Andres Melendez,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.157,0.193,0.219,0.412,0.181,0,0,0,-0.1,0,0,sa3005523
Jake Randa,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.223,0.263,0.486,0.212,23,0,0,-0.1,0,0,sa3010033
Matthew Jarecki,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.209,0.255,0.465,0.202,18,0,0,-0.1,0,0,sa3006940
Cory Wood,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.214,0.231,0.446,0.197,16,0,0,-0.1,0,0,sa3010330
Isaac De Leon,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.204,0.212,0.416,0.184,11,0,0,-0.1,0,0,sa3008784
Cameron Warren,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.231,0.292,0.523,0.226,31,0,0,-0.1,0,0,sa3011378
Iverson Leonardo,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.213,0.249,0.462,0.202,18,0,0,-0.1,0,0,sa3005766
Jean Carmona,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.201,0.219,0.42,0.185,6,0,0,-0.1,0,0,sa3003340
Jake Mangum,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.212,0.244,0.456,0.2,22,0,0,-0.1,0,0,sa3011255
Pedro Garcia,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.189,0.213,0.402,0.176,0,0,0,-0.1,0,0,sa3005762
Kenedy Corona,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.205,0.243,0.447,0.195,17,0,0,-0.1,0,0,sa3009845
